Date,Year,Type,Country,State,Location,Activity,Sex,Age,Injury,Time
21-Sep-1931,1931.0,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming ,F,20,Right thigh & calf lacerated,
02-Sep-1931,1931.0,Invalid,USA,Hawaii,"Kahala, O'ahu",Fishing,M,,"Swept out to sea by strong currents, his remains found in a 5.5m shark caught off Barber’s Point",
30-Aug-1931,1931.0,Invalid,USA,Hawaii,,,M,,"""Mysteriously disappeared"" His body was found in an 18', 750-lb shark caught at Barber's Point on 01-Sep-1931",
27-Aug-1931,1931.0,Watercraft,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",Fishing for bluefish,,,No injury to occupants. Shark chasing fish struck boat,
18-Aug-1931,1931.0,Unprovoked,USA,Texas,Off Brownsville,Swimming,M,,Minor injury,
Reported 06-Aug-1931,1931.0,Unprovoked,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,M,,Survived,
15-Jul-1931,1931.0,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Swimming,M,,Nipped on leg,
14-Jun-1931,1931.0,Unprovoked,USA,Hawaii,"Pearl Harbor, O'ahu","Fishing, had just speared a ulua",M,,Survived,
13-Jun-1931,1931.0,Provoked,USA,Hawaii,"Pearl Harbor, O'ahu",Gaffing & attempting to bring onboard a harpooned shark,M,,Tip of finger amputated PROVOKED INCIDENT,
Reported 04-Jun-1931,1931.0,Unprovoked,USA,Florida,"Key West, Monroe County ",Crabbing,M,,Lacerations to fingers,
06-Aug-1930,1930.0,Unprovoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Swimming,M,,Lacerations to foot & ankle,06h00
11-Jul-1930,1930.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,21,Arm lacerated from shoulder to wrist,
27-May-1930,1930.0,Unprovoked,USA,Texas,High Island,Swimming / floating,M,,Lacerations to arm,18h00
Reported 07-Mar-1930,1930.0,Unprovoked,USA,Florida,70 miles off Tarpon Springs,Sponge diving,M,,No injury to diver but shark left 3 toothmarks in his helmet,
05-Aug-1929,1929.0,Unprovoked,USA,South Carolina,Fort Moultrie,Bathing,M,,Left foot & ankle bitten,
23-Jun-1929,1929.0,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,,Leg bitten by hooked shark PROVOKED INCIDENT,
16-Mar-1929,1929.0,Unprovoked,USA,Florida,"Sea Spray, Palm Beach",Swimming,M,26,Right sole & toes lacerated,12h00
1929,1929.0,Provoked,USA,Florida,Indian River area,Fishing,M,,Thigh lacerated by hooked shark PROVOKED INCIDENT,
1929,1929.0,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Hardhat diving ,M,27,"“Put hand through hatch, shark nearly bit off thumb”",
18-Nov-1928,1928.0,Provoked,USA,New Jersey,"Seabright, Monmouth County",Fishing,M,,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",
12-Nov-1928,1928.0,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea Disaster, sinking of the  SS Vestris",M,,FATAL,
Sep-1928,1928.0,Unprovoked,USA,Texas,Corpus Christi,Fishing,M,,Knee bitten,
Reported 24-Aug-1928,1928.0,Invalid,USA,New Jersey,Off shore,,M,,Thumb & coat sleeve recovered from shark's gut,
Reported 24-Jun-1928,1928.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,,Bitten on leg,
21-Jan-1928,1928.0,Invalid,USA,Florida,,Swimming,,,Body not recovered ,Night
Some time between 08-Jan-1928 & 21-Jan-1928,1928.0,Invalid,USA,Florida,Off Florida coast,Jumped overboard and swimming,M,,"FATAL, presumed taken by shark/s",Night
Reported 08-Jan-1927,1927.0,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",Swimming,M,,Lost hand,
24-Aug-1926,1926.0,Unprovoked,USA,New Jersey,"Seaside, Ocean County",Swimming,M,18,FATAL,
12-Jul-1926,1926.0,Watercraft,USA,New Jersey,20 miles off Seabright,Fishing,M,,No injury to occupants,
08-Jul-1926,1926.0,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming with dog near canning factory,M,15,Leg & hand lacerated and dog bitten, 
18-May-1926,1926.0,Unprovoked,USA,Hawaii,"Hale'iwa, O'ahu",Swimming,M,,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",
07-Apr-1926,1926.0,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,F,,Right leg bitten thigh to heel,17h30
Nov-1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,F,,Laceration across abdomen,
Nov-1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,M,,Both calves lacerated,
02-Aug-1925,1925.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Swimming,F,,"Multiple lacerations on both thighs, right buttock and hip",
May 1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,M,,"Right arm nearly severed at shoulder, left wrist lacerated",
Reported 27-Jan-1925,1925.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,,Lacerations to arm,
21-Nov-1924,1924.0,Unprovoked,USA,Puerto Rico,Santurce,Bathing,M,35,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Late afternon
31-Jul-1924,1924.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,M,,Left knee & leg bitten. (Tooth fragment recovered from kneecap),
04-Jul-1924,1924.0,Watercraft,USA,California,"Newport Beach, Orange County",Fishing,M,?    &   14,"No injury, shark tore hole in the side of the boat",
18-Jun-1924,1924.0,Provoked,USA,Florida,"Bayboro, Pinellas County",Removing shark from a net,M,,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,Evening
Feb-1923,1923.0,Unprovoked,USA,Puerto Rico,San Juan,Swimming ,M,25,"Right calf, right side of abdomen & left wrist & hand bitten",
1923,1923.0,Watercraft,USA,New Jersey,"Sea Bright, Monmouth County",Fishing,M,,No injury to occupant Shark struck boat,
1923,1923.0,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,M,,Shark's tail broke his leg. PROVOKED INCIDENT,
1923,1922.0,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,M,,Shark's tail broke his leg. PROVOKED INCIDENT,
14-Dec-1922,1922.0,Unprovoked,USA,Puerto Rico,San Juan,Bathing,F,,"FATAL, hip & thigh bitten with  tissue removed, including bone ",
28-Sep-1922,1922.0,Unprovoked,USA,Hawaii,"Keawanui, Kamalo, Moloka'i","Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,,Survived,
Reported 21-Sep-1922,1922.0,Watercraft,USA,Massachusetts,Nahant,Fishing,,,"No injury to occupants, shark splintered stern",
19-Jul-1922,1922.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",,M,,Leg bitten,
17-Jun-1922,1922.0,Unprovoked,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Floating,F,18,"FATAL, thigh bitten",
14-Jul-1920,1920.0,Invalid,USA,New York,"Woodcliff Channel, Freeport, Long Island",Swimming ,M,30,Thought to have been taken by a shark. Body was not recovered,
29-Jun-1920,1920.0,Unprovoked,USA,Florida,"Englewood Beach, Charlotte County",Swimming ,M,13,Knee & thigh bitten,18h30
10-Aug-1919,1919.0,Unprovoked,USA,Florida,"Gadsden Point, Tampa Bay",Swimming,M,,Laceration to left thigh,Afternoon
29-May-1919,1919.0,Unprovoked,USA,South Carolina,"James Island Sound, Charleston","""Swimming vigorously""",M,,Left foot bitten & abraded,12h00
06-Apr-1919,1919.0,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Knocked into the water,M,,FATAL,
1919,1919.0,Unprovoked,USA,Florida,"Near Panama City, Bay County",Swimming,F,,Leg severed,
Nov-1918,1918.0,Unprovoked,USA,Hawaii,Papaikou plantation ,Fishing,M,,FATAL,
21-Sep-1917,1917.0,Unprovoked,USA,New Jersey,"Sea Bright, Monmouth County","Swimming, towing an empty barrel",M,,Left knee lacerated,
09-Sep-1917,1917.0,Provoked,USA,Hawaii,"Nanakuli, Oah’u",Stuffing a shark into an automobile,M,,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,
Reported 19-Aug-1917,1917.0,Unprovoked,USA,Mississippi,,,M,,Leg bitten,
18-Jul-1917,1917.0,Unprovoked,USA,Florida,Florida Keys ,Diving,M,,FATAL,Afternoon
03-Jun-1917,1917.0,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming beside launch,M,,Right arm bitten,P.M.
11-Oct-1916,1916.0,Provoked,USA,Florida,"Sewell’s Point, near Palm Beach","Fishing, attempted to take a netted shark",M,,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",
 24-Aug-1916,1916.0,Unprovoked,USA,Louisiana,"off Grand Lake, Cameron Parish",Shrimping,M,,Left calf severely bitten & became septic but he survived,Afternoon
26-Jul-1916,1916.0,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,M,,Arm severely lacerated,
13-Jul-1916,1916.0,Invalid,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,F,,"No attack,  no injury",10h00
13-Jul-1916,1916.0,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,M,,Ankle bruised,
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,M,12,"Lower left leg bitten, surgically amputated",
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell) ,M,24,"FATAL, thigh bitten ",
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,10,"FATAL, legs & torso bitten ",A.M.
06-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,M,,FATAL,Afternoon
01-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,M,24,"FATAL, left leg bitten",17h00
30-Jun-1916,1916.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,10 or 12,Heel bitten,
23-Jun-1916,1916.0,Provoked,USA,Florida,,,M,26,Leg bitten by shark hooked shark PROVOKED INCIDENT,
03-Aug-1915,1915.0,Unprovoked,USA,Florida,"St. Augustine, St Johns County",,M,,Laceration to left leg,
Ca. 1915,1915.0,Invalid,USA,Florida,"Soldier Key, Miami-Dade County",,M,,"Fatal, drowning or scavenging",
05-Sep-1914,1914.0,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,17,FATAL,
Reported 09-Jul-1914,1914.0,Provoked,USA,Louisiana,New Orleans,Fishing,M,,PROVOKED INCIDENT    Legs severed by shark entangled in his net,
14-May-1914,1914.0,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,,PROVOKED INCIDENT Lacerations to right hand by hooked shark,Afternoon
Reported 14-Mar-1914,1914.0,Invalid,USA,Florida,"St. Augustine, St Johns County",Swimming,M,,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,
03-Mar-1914,1914.0,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,M,,FATAL,
Reported 30-Dec-1913,1913.0,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,,,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,
21-Sep-1913,1913.0,Unprovoked,USA,Florida,"West Palm Beach, Palm Beach County",,M,,Major injuries but survived,
Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Lavalette, Ocean County",,M,,Man's leg recovered from 800-lb shark,
Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Spring Lake, Monmouth County",,F,,Female foot recovered from shark,
12-July-1913,1913.0,Unprovoked,USA,South Carolina,Charleston,,M,,FATAL,
21-May-1913,1913.0,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,M,,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",
30-Aug-1912,1912.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,12,FATAL,
23-Jul-1912,1912.0,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,M,,Toes severed,Afternoon
08-Nov-1911,1911.0,Invalid,USA,Florida,"Pensacola Bay, Escambia County",,M,,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",
26-Oct-1911,1911.0,Unprovoked,USA,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,M,,FATAL,
23-Sep-1911,1911.0,Unprovoked,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,M,,FATAL,Early morning
20-Sep-1911,1911.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,M,,FATAL,
17-Sep-1911,1911.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,M,,Left arm & thigh bitten,
Reported 16-Jul-1911,1911.0,Provoked,USA,Delaware,Delaware Lightship,Fishing,M,,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",
Reported 01-May-1911,1911.0,Provoked,USA,Texas,"Rockport, Aransas County",Fishing,M,,Bitten on left leg by hooked shark PROVOKED INCIDENT,
1911,1911.0,Unprovoked,USA,Texas,"Texas City, Galveston",Swimming,M,,Minor injury to feet,
Reported 16-May-1910,1910.0,Invalid,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",M,,Presumed drowned & bodies taken by sharks,
Mar-1910,1910.0,Invalid,USA,Hawaii,"Pearl Harbor, O'ahu","Hard hat diving, laying some charge of powder",M,,No injury,
1910,1910.0,Invalid,USA,Hawaii,"Hilo, Hawai'i","Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,,"Body bitten by shark/s, but death may have been due to drowning",
Reported 26-Nov-1909,1909.0,Unprovoked,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",,M,,Severe lacerations to arm,
Reported 04-Sep-1909,1909.0,Provoked,USA,Delaware,"Lewes, Sussex County",Seine netting,M,,Abrasion to leg from netted shark PROVOKED INCIDENT,
13-Aug-1909,1909.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,M,,FATAL,
24-Jul-1909,1909.0,Unprovoked,USA,New York,Rockaway,Fell overboard while fishing for sharks,M,,Right leg bitten,Afternoon
15-Jul-1909,1909.0,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,16,Hip & thigh lacerated,
10-Apr-1909,1909.0,Invalid,USA,Hawaii,"Pa'uwela, Maui",Reported swept away by waves while gathering opihi,F,19, Search party saw a large shark devour what appeared to be part of her body,
05-Sep-1908,1908.0,Unprovoked,USA,California,"Redondo, Los Angeles County",On fishing boat & trailing hand in the water,M,,Lacerations to fingers,
08-Jun-1908,1908.0,Sea Disaster,USA,Georgia,,The British steamer Caribbee foundered,M,,FATAL,
10-May-1908,1908.0,Invalid,USA,Florida," Marathon, Monroe County",,M,,"FATAL, but shark involvement prior to death was not confirmed",
08-Jan-1908,1908.0,Unprovoked,USA,Hawaii,"Mana, Kaua'i",Gathering fish stunned by dynamite,M,,"FATAL, ""pulled below the surface'  ",
08-Oct-1907,1907.0,Unprovoked,USA,Hawaii," Kalepolepo, Kihei, Maui","Diving, retrieving fish caught in net ",M,,"Arm severed at elbow,  surgically amputated at shoulder ",09h00
Reported 08-Aug-1907,1907.0,Unprovoked,USA,New Jersey,Lower Delaware Bay,Wading,M,,Abrasion to chest,
Jul-1907,1907.0,Unprovoked,USA,South Carolina,Small creek near Coles Island,Floating in creek,M,,Slight injuries to left knee & calf ,
26-Mar-1907,1907.0,Unprovoked,USA,Florida,"Garden Key, Charlotte County","Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,,"FATAL, shark bit his side, nearly cutting him in two  ",
1907,1907.0,Unprovoked,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i","Net fishing, fell into the water",M,,FATAL,
Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,,M,,Buttock bitten,
Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,Swimming,M,,FATAL,
Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,Diving,M,,Arm severed,
Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,Swimming,M,,FATAL,
Sep-1906,1906.0,Provoked,USA,California,"Avalon, Los Angeles County",Fishing,M,,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,
04-Aug-1906,1906.0,Unprovoked,USA,Maryland,"Tangier Sound, Somerset County",Fell overboard,M,,FATAL,
Reported 05-Jul-1906,1906.0,Unprovoked,USA,Mississippi,"Bay St. Louis, Hancock County",Swimming,M,,FATAL,
Reported 06-Sep-1905,1905.0,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,,Lacerations to leg from hooked shark PROVOKED INCIDENT,
Late Aug-1905,1905.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming from naptha launch after a day of fishing,M,,3 toes of right foot were severed,
29-Jul-1905,1905.0,Unprovoked,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",Wading,M,16,Body not recovered FATAL,Afternoon
Jul-1905,1905.0,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",Fishing,M,,FATAL,
22-May-1905,1905.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Swimming,M,,Lacerations to back & right leg,
1905,1905.0,Watercraft,USA,North Carolina,"Cape Lookout, Carteret County",Harpooning turtles,,,"No injury, shark bumped skiff",
28-Jul-1904,1904.0,Unprovoked,USA,New Jersey,"Shrewsbury River,  Monmouth County",Sailing,M,,No injury,
27-Jul-1904,1904.0,Unprovoked,USA,Texas,,Swimming,M,,"FATAL, body not recovered",
1904,1904.0,Invalid,USA,,,Diving on a wreck,M,,Leg bitten,
1904,1904.0,Unprovoked,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",Swimming,M,,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",
Reported 16-Sep-1903,1903.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Fishing,M,,Lacerations to right arm & shoulder,
Ca. 1903,1903.0,Unprovoked,USA,Hawaii,"Koko Head, south side of O'ahu Island",Fishing,M,,"FATAL, remains (foot) recovered from shark 2 days later",
Reported 01-Nov-1902,1902.0,Unprovoked,USA,Texas,"Near Port Lavaca, Calhoun County",Fishing,M,,Severe laceration to hand,
08-Aug-1902,1902.0,Unprovoked,USA,Hawaii,"Kalihi, O'ahu",Catching crabs,M,,"FATAL, both arms severed  ",
06-Jul-1902,1902.0,Provoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,
Summer 1901,1901.0,Unprovoked,USA,Florida,Indian River Inlet / Fort Pierce Inlet,Bathing,M,,Abdomen bitten,
13-Sep-1900,1900.0,Unprovoked,USA,Rhode Island,Coddington Cove,Diving,M,,No injury,
05-Sep-1900,1900.0,Unprovoked,USA,Hawaii,"Waikiki Beach, Oahu",Floating,M,,"Bathing suit torn & ""imprints of the shark's teeth on his body""",Afternoon
21-Aug-1900,1900.0,Unprovoked,USA,North Carolina,"Southport, Brunswick County",Bathing,M,,Left hand lacerated,Afternoon
14-Jul-1900,1900.0,Invalid,USA,Hawaii,"Makapu'u Point, O'ahu",Hunting seashells,M,,"Believed drowned. Uhlbrecht’s foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",
Late Jul-1900,1900.0,Provoked,USA,Connecticut,"Bridgeport, Fairfield County", ,,,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",
Early 1900s,1900.0,Unprovoked,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",,M,,Severe abrasion when shark swam between his legs,
